index,0,1,2,3
dataset,americasnli,americasnli,americasnli,americasnli
lang,aym,gn,oto,quy
accuracy,0.3426666666666667,0.3453333333333333,0.32085561497326204,0.38133333333333336
macro_f1,0.31874966364485996,0.30317070219654024,0.239089815444133,0.37185818025654527
weighted_f1,0.3187496636448599,0.30317070219654024,0.23900001591917241,0.3718581802565452
