index,0,1,2,3
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,gn,oto,quy
accuracy,0.3333333333333333,0.3333333333333333,0.33288770053475936,0.332
macro_f1,0.16683350016683351,0.16666666666666666,0.18429768314076586,0.1663326653306613
weighted_f1,0.16683350016683351,0.16666666666666666,0.18413022713443583,0.1663326653306613
