index,0,1,2,3
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,gn,oto,quy
accuracy,0.368,0.3546666666666667,0.35427807486631013,0.37466666666666665
macro_f1,0.3481218347246937,0.3424469487852444,0.32691072261645543,0.36217798705661747
weighted_f1,0.34812183472469377,0.34244694878524434,0.32701970276913844,0.3621779870566174
