index,0,1,2,3
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,gn,oto,quy
accuracy,0.316,0.3506666666666667,0.3462566844919786,0.3426666666666667
macro_f1,0.3085545146036721,0.34644664180183304,0.3152047033805501,0.33138994584563136
weighted_f1,0.3085545146036721,0.34644664180183304,0.31537956715283433,0.3313899458456314
