index,0,1,2,3,4,5,6
dataset,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti
lang,arb,fra,deu,hin,ita,por,spa
accuracy,0.38045977011494253,0.37126436781609196,0.32988505747126434,0.33793103448275863,0.3850574712643678,0.5218390804597701,0.34942528735632183
macro_f1,0.2999308318511587,0.3298128493614259,0.22320409986587897,0.33187530897286993,0.29808908763136815,0.5245829438532055,0.2236729453461022
weighted_f1,0.29993083185115876,0.3298128493614259,0.223204099865879,0.33187530897286993,0.29808908763136815,0.5245829438532055,0.22367294534610224
