index,0,1,2,3,4,5,6,7,8,9
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,bzd,cni,gn,hch,nah,oto,quy,shp,tar
accuracy,0.3293333333333333,0.324,0.344,0.33466666666666667,0.336,0.3333333333333333,0.3342245989304813,0.33066666666666666,0.332,0.336
macro_f1,0.18703525500831072,0.1725912049723153,0.19116942821568814,0.18541496757770237,0.19450602271341355,0.1737188537953969,0.17627283254581197,0.18347044576552773,0.17601422254824048,0.18353301954072168
weighted_f1,0.1870352550083107,0.17259120497231534,0.19116942821568814,0.18541496757770237,0.19450602271341355,0.17307694901037432,0.1760683853144699,0.18347044576552776,0.1760142225482405,0.1835330195407217
