index,0,1,2,3
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,gn,oto,quy
accuracy,0.32666666666666666,0.33066666666666666,0.356951871657754,0.3413333333333333
macro_f1,0.3095664401249876,0.2658262441417516,0.3514306067119765,0.26623908332872576
weighted_f1,0.3095664401249876,0.2658262441417516,0.3513609397616813,0.26623908332872576
