index,0,1,2,3
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,gn,oto,quy
accuracy,0.3453333333333333,0.336,0.3235294117647059,0.3293333333333333
macro_f1,0.2644485837889136,0.21789815817984834,0.26292524874429,0.17025853998065568
weighted_f1,0.2644485837889136,0.2178981581798483,0.26305775331057224,0.17025853998065568
