index,0,1,2,3,4,5
dataset,nusatranslation-ind,nusatranslation-ind,nusatranslation-ind,nusatranslation-ind,nusatranslation-ind,nusatranslation-ind
lang,btk,sun,jav,mad,mak,min
accuracy,0.3575,0.4425,0.4325,0.3591666666666667,0.35083333333333333,0.39916666666666667
macro_f1,0.3255964993997284,0.4320203816104218,0.4212919522615432,0.3252605402449038,0.317021635684962,0.37885478684567786
weighted_f1,0.2652120959647316,0.40026006575489004,0.3881376074543715,0.2629942709053096,0.2544636632568892,0.33261483923476326
