index,0,1,2,3,4,5,6
dataset,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti
lang,arb,fra,deu,hin,ita,por,spa
accuracy,0.46551724137931033,0.4574712643678161,0.46436781609195404,0.4459770114942529,0.5137931034482759,0.535632183908046,0.5287356321839081
macro_f1,0.4377439916550123,0.45626941615195027,0.39407563804885415,0.35755966809023637,0.46987384738853105,0.4428250673733371,0.44849206284505466
weighted_f1,0.4377439916550123,0.45626941615195027,0.39407563804885415,0.35755966809023637,0.4698738473885311,0.44282506737333704,0.4484920628450547
