index,0,1,2,3
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,gn,oto,quy
accuracy,0.3546666666666667,0.3333333333333333,0.3502673796791444,0.32133333333333336
macro_f1,0.34924717562966756,0.25813690929959293,0.34419966292679166,0.2519899925852192
weighted_f1,0.34924717562966756,0.25813690929959293,0.34427141279089873,0.25198999258521915
