index,0,1,2,3,4,5
dataset,nusatranslation,nusatranslation,nusatranslation,nusatranslation,nusatranslation,nusatranslation
lang,btk,sun,jav,mad,mak,min
accuracy,0.5366666666666666,0.6925,0.625,0.5191666666666667,0.4841666666666667,0.7083333333333334
macro_f1,0.5363369507205124,0.6819054638555385,0.6199741582427605,0.5191583187208111,0.48394268345636127,0.697210006488357
weighted_f1,0.5414269406392694,0.7058036412772918,0.6379652149679512,0.5183335416702837,0.47951677522072655,0.7211009780597408
