index,0,1,2,3
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,gn,oto,quy
accuracy,0.3506666666666667,0.34933333333333333,0.35294117647058826,0.33466666666666667
macro_f1,0.32453676104016543,0.31671134576162513,0.31395008483247205,0.3281661357902068
weighted_f1,0.3245367610401654,0.31671134576162513,0.31380937035030815,0.3281661357902068
