index,0,1,2,3,4,5,6
dataset,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti
lang,arb,fra,deu,hin,ita,por,spa
accuracy,0.42298850574712643,0.4517241379310345,0.5114942528735632,0.3632183908045977,0.4781609195402299,0.49310344827586206,0.4896551724137931
macro_f1,0.38456464512145533,0.4534720215284888,0.5104815897541042,0.34330930755698935,0.46274525225335444,0.49463169638938576,0.48619947628335974
weighted_f1,0.38456464512145544,0.4534720215284887,0.5104815897541042,0.34330930755698935,0.46274525225335456,0.4946316963893857,0.48619947628335974
