index,0,1,2,3
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,gn,oto,quy
accuracy,0.3426666666666667,0.3453333333333333,0.3516042780748663,0.33466666666666667
macro_f1,0.25735043837926613,0.25829013319156857,0.3271746706966488,0.17206292902420603
weighted_f1,0.2573504383792661,0.2582901331915685,0.3273121967821098,0.172062929024206
