index,0,1,2,3,4,5,6
dataset,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti
lang,arb,fra,deu,hin,ita,por,spa
accuracy,0.38620689655172413,0.3735632183908046,0.4436781609195402,0.43908045977011495,0.48735632183908045,0.539080459770115,0.539080459770115
macro_f1,0.2667524170900594,0.25394656952034,0.36788672196849176,0.3913308393881028,0.38608635942639963,0.4347281397918723,0.4369319267163119
weighted_f1,0.26675241709005937,0.25394656952034,0.36788672196849165,0.3913308393881028,0.38608635942639963,0.4347281397918723,0.43693192671631187
