index,0,1,2,3,4,5,6,7,8
dataset,masakhanews,masakhanews,masakhanews,masakhanews,masakhanews,masakhanews,masakhanews,masakhanews,masakhanews
lang,amh,hau,ibo,lug,pcm,sna,swa,xho,yor
accuracy,0.30319148936170215,0.2260596546310832,0.3076923076923077,0.29596412556053814,0.8524590163934426,0.34417344173441733,0.4012605042016807,0.23232323232323232,0.31630170316301703
macro_f1,0.21202491613223484,0.20891979875304287,0.24212251205452961,0.2242840330898896,0.7954986157027797,0.3188494755658935,0.35288155867107573,0.17262658909717735,0.2831427307662051
weighted_f1,0.20972507488178108,0.2107024092378659,0.267581828594261,0.2739306063473768,0.8496768090241757,0.31730973121581063,0.39556768560010386,0.22242608517118323,0.28623926401369665
