index,0,1,2,3
dataset,americasnli,americasnli,americasnli,americasnli
lang,aym,gn,oto,quy
accuracy,0.33066666666666666,0.384,0.3342245989304813,0.33466666666666667
macro_f1,0.2890112297712506,0.3807034203502542,0.3014756981800302,0.2848808140652908
weighted_f1,0.28901122977125066,0.3807034203502543,0.3016639404896264,0.2848808140652908
