index,0,1,2,3,4,5,6,7,8,9
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,bzd,cni,gn,hch,nah,oto,quy,shp,tar
accuracy,0.38266666666666665,0.37466666666666665,0.368,0.3413333333333333,0.3546666666666667,0.34552845528455284,0.32085561497326204,0.36,0.33866666666666667,0.3293333333333333
macro_f1,0.37415704258658167,0.3618851376882449,0.3532954823750212,0.33743449532923214,0.3515714881129175,0.33147438375632193,0.26867658513640386,0.3299638853441868,0.32997890605615393,0.3235250868990643
weighted_f1,0.3741570425865818,0.36188513768824493,0.3532954823750212,0.3374344953292322,0.35157148811291755,0.33136860527043904,0.26844919872485223,0.3299638853441868,0.329978906056154,0.32352508689906434
