index,0,1,2,3,4,5,6
dataset,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti
lang,arb,fra,deu,hin,ita,por,spa
accuracy,0.49310344827586206,0.5574712643678161,0.5218390804597701,0.4206896551724138,0.47126436781609193,0.6068965517241379,0.5781609195402299
macro_f1,0.4941063568184103,0.5564969889666341,0.5052791714152977,0.407256024878333,0.4621612016726808,0.5911041044568451,0.5734109400630572
weighted_f1,0.49410635681841025,0.5564969889666342,0.5052791714152978,0.407256024878333,0.4621612016726807,0.5911041044568451,0.573410940063057
