index,0,1,2,3
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,gn,oto,quy
accuracy,0.34933333333333333,0.35733333333333334,0.3355614973262032,0.368
macro_f1,0.34440507810471654,0.35540313666265605,0.30567822311944787,0.32796786836204106
weighted_f1,0.34440507810471654,0.355403136662656,0.30586248060840415,0.32796786836204106
