index,0,1,2,3
dataset,americasnli,americasnli,americasnli,americasnli
lang,aym,gn,oto,quy
accuracy,0.3453333333333333,0.36133333333333334,0.3409090909090909,0.3373333333333333
macro_f1,0.33538749562320774,0.33048256677250915,0.3332956803545039,0.32049984595363895
weighted_f1,0.33538749562320774,0.33048256677250915,0.33337874072381773,0.3204998459536389
