index,0,1,2,3,4,5
dataset,nusatranslation-ind,nusatranslation-ind,nusatranslation-ind,nusatranslation-ind,nusatranslation-ind,nusatranslation-ind
lang,btk,sun,jav,mad,mak,min
accuracy,0.6266666666666667,0.6516666666666666,0.6583333333333333,0.6683333333333333,0.64,0.6766666666666666
macro_f1,0.5327476454861824,0.57487922705314,0.5830155097889652,0.5759943181818181,0.5379283788987294,0.5914700060366975
weighted_f1,0.6189855571277424,0.649257648953301,0.6559704212221376,0.6574505208333333,0.6273315363881402,0.6682713752907209
