index,0,1,2,3
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,gn,oto,quy
accuracy,0.332,0.352,0.32219251336898397,0.368
macro_f1,0.32024545232475826,0.34218137011889155,0.30536526141509757,0.3561705771503772
weighted_f1,0.32024545232475826,0.3421813701188915,0.30551093649083744,0.35617057715037725
