index,0,1,2,3
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,gn,oto,quy
accuracy,0.3546666666666667,0.36533333333333334,0.3462566844919786,0.33466666666666667
macro_f1,0.3461445764902465,0.29496943011872295,0.3429969972576253,0.26958586602822066
weighted_f1,0.3461445764902465,0.29496943011872295,0.3429238572723722,0.26958586602822066
