index,0,1,2,3
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,gn,oto,quy
accuracy,0.32666666666666666,0.3293333333333333,0.37032085561497324,0.3333333333333333
macro_f1,0.28517454076901105,0.28599700406286394,0.346315535253319,0.3039092687707546
weighted_f1,0.28517454076901105,0.28599700406286394,0.3463402201984535,0.30390926877075464
