index,0,1,2,3
dataset,americasnli,americasnli,americasnli,americasnli
lang,aym,gn,oto,quy
accuracy,0.336,0.3413333333333333,0.3315508021390374,0.316
macro_f1,0.24128113080504884,0.2746362433862434,0.16599732262382863,0.19912140783934315
weighted_f1,0.24128113080504882,0.2746362433862434,0.16644116573244852,0.19912140783934312
