index,0,1,2,3
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,gn,oto,quy
accuracy,0.34,0.36,0.35294117647058826,0.332
macro_f1,0.3159185973475183,0.2834124963917391,0.34513137759768125,0.2392277524995481
weighted_f1,0.3159185973475183,0.28341249639173904,0.3450861762301937,0.23922775249954809
