index,0,1,2,3,4,5,6,7,8,9
dataset,americasnli,americasnli,americasnli,americasnli,americasnli,americasnli,americasnli,americasnli,americasnli,americasnli
lang,aym,bzd,cni,gn,hch,nah,oto,quy,shp,tar
accuracy,0.31333333333333335,0.316,0.348,0.32666666666666666,0.3586666666666667,0.3346883468834688,0.3181818181818182,0.3506666666666667,0.3333333333333333,0.332
macro_f1,0.295748610670377,0.29193008341107946,0.3273379149784506,0.29642254769805376,0.3411407363913502,0.3211294006261575,0.29368997396572916,0.3400010689173197,0.3012471863126693,0.31014986310581677
weighted_f1,0.295748610670377,0.29193008341107946,0.3273379149784506,0.29642254769805376,0.34114073639135023,0.3209196730733336,0.29350238607690976,0.3400010689173197,0.3012471863126693,0.31014986310581677
