index,0,1,2,3
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,gn,oto,quy
accuracy,0.392,0.37733333333333335,0.3302139037433155,0.36933333333333335
macro_f1,0.380564882693134,0.3509827560426236,0.3003935318919749,0.3656112296995344
weighted_f1,0.3805648826931341,0.3509827560426236,0.3003513853580662,0.36561122969953436
