index,0,1,2,3,4,5
dataset,nusatranslation,nusatranslation,nusatranslation,nusatranslation,nusatranslation,nusatranslation
lang,btk,sun,jav,mad,mak,min
accuracy,0.54,0.575,0.5775,0.5483333333333333,0.4691666666666667,0.6333333333333333
macro_f1,0.521164472485752,0.5490237691001698,0.5495332071177307,0.5274959026397461,0.46353038275043845,0.6021412037037037
weighted_f1,0.5602600632086028,0.5935802207130729,0.5957392127493061,0.5683438818565401,0.4861671653082981,0.64800106095679
