index,0,1,2,3
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,gn,oto,quy
accuracy,0.336,0.3253333333333333,0.32887700534759357,0.336
macro_f1,0.1991342929818476,0.16729850657177003,0.20463570461532887,0.17243826340682125
weighted_f1,0.19913429298184762,0.16729850657177,0.2045302907903378,0.17243826340682128
