index,0,1,2,3,4,5
dataset,nusatranslation,nusatranslation,nusatranslation,nusatranslation,nusatranslation,nusatranslation
lang,btk,sun,jav,mad,mak,min
accuracy,0.5675,0.6208333333333333,0.6125,0.5925,0.5391666666666667,0.63
macro_f1,0.5380476505183612,0.5927728366056944,0.5868499828594572,0.5524433708915819,0.5082255137287044,0.590662683925213
weighted_f1,0.5860656724455214,0.6367788219499916,0.6292282720481802,0.6075630777984302,0.5590060105770545,0.6429009477449571
