index,0,1,2,3
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,gn,oto,quy
accuracy,0.332,0.3373333333333333,0.3409090909090909,0.32133333333333336
macro_f1,0.3083505950056072,0.3201421345711879,0.34147035615449267,0.26625595030767446
weighted_f1,0.30835059500560724,0.32014213457118784,0.3414557948660464,0.26625595030767446
