index,0,1,2,3,4,5,6
dataset,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti
lang,arb,fra,deu,hin,ita,por,spa
accuracy,0.38275862068965516,0.4367816091954023,0.4747126436781609,0.3735632183908046,0.43448275862068964,0.5172413793103449,0.4862068965517241
macro_f1,0.3570403302460723,0.39768923092738223,0.4381996066938368,0.3256210523992549,0.38446505308521317,0.4606312548258817,0.4288943933402007
weighted_f1,0.35704033024607235,0.39768923092738223,0.43819960669383684,0.3256210523992549,0.3844650530852131,0.4606312548258817,0.42889439334020063
