index,0,1,2,3,4,5
dataset,nusatranslation,nusatranslation,nusatranslation,nusatranslation,nusatranslation,nusatranslation
lang,btk,sun,jav,mad,mak,min
accuracy,0.7008333333333333,0.7375,0.7325,0.6958333333333333,0.72,0.74
macro_f1,0.5647425282316201,0.6072804796580639,0.6108143497558496,0.5826086956521739,0.5704862709004448,0.6291835699797161
weighted_f1,0.6649345665628368,0.700375187398898,0.7004011026926755,0.6721014492753623,0.6748079971365751,0.712633747464503
