index,0,1,2,3
dataset,americasnli,americasnli,americasnli,americasnli
lang,aym,gn,oto,quy
accuracy,0.3426666666666667,0.3333333333333333,0.3355614973262032,0.33466666666666667
macro_f1,0.20259505713640713,0.16666666666666666,0.17014969025019278,0.1873791030562747
weighted_f1,0.20259505713640716,0.16666666666666666,0.17059402564132098,0.1873791030562747
