index,0,1,2,3
dataset,americasnli,americasnli,americasnli,americasnli
lang,aym,gn,oto,quy
accuracy,0.344,0.372,0.3582887700534759,0.33066666666666666
macro_f1,0.3349340362020354,0.3646870571977179,0.3524891458029145,0.30474472476104353
weighted_f1,0.3349340362020353,0.3646870571977179,0.352551701190263,0.30474472476104353
