index,0,1,2,3,4,5
dataset,nusatranslation,nusatranslation,nusatranslation,nusatranslation,nusatranslation,nusatranslation
lang,btk,sun,jav,mad,mak,min
accuracy,0.665,0.7125,0.7091666666666666,0.6866666666666666,0.6841666666666667,0.72
macro_f1,0.5222172920892495,0.5759235187285081,0.5868155893254774,0.5588079993429056,0.4928810444777221,0.5953611040861302
weighted_f1,0.6297396361561867,0.6749966196802217,0.679375209856178,0.6565822743551936,0.6210969160670553,0.6878109758300516
