index,0,1,2,3,4,5,6,7,8,9
dataset,americasnli,americasnli,americasnli,americasnli,americasnli,americasnli,americasnli,americasnli,americasnli,americasnli
lang,aym,bzd,cni,gn,hch,nah,oto,quy,shp,tar
accuracy,0.372,0.3253333333333333,0.3546666666666667,0.37866666666666665,0.328,0.36720867208672087,0.3382352941176471,0.38133333333333336,0.3293333333333333,0.3466666666666667
macro_f1,0.3526310145811213,0.28439522197606854,0.327384462578261,0.3466444450374165,0.29175869940813587,0.3395628892642226,0.29820059729958937,0.35533784736355956,0.2905482472153367,0.3077859460370133
weighted_f1,0.35263101458112134,0.2843952219760686,0.327384462578261,0.34664444503741654,0.2917586994081358,0.3393123893160673,0.29801147860254745,0.3553378473635596,0.2905482472153367,0.3077859460370133
