index,0,1,2,3
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,gn,oto,quy
accuracy,0.376,0.356,0.33288770053475936,0.35733333333333334
macro_f1,0.37131105640512274,0.3463119372682504,0.3175524956475329,0.28137006137046067
weighted_f1,0.37131105640512274,0.3463119372682503,0.31767336156111237,0.2813700613704606
