index,0,1,2,3
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,gn,oto,quy
accuracy,0.35333333333333333,0.364,0.3449197860962567,0.3426666666666667
macro_f1,0.33008092215233564,0.35555768123903914,0.324788441420151,0.27227396057727976
weighted_f1,0.3300809221523356,0.35555768123903914,0.32494303217062576,0.2722739605772797
