index,0,1,2,3,4,5,6
dataset,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti
lang,arb,fra,deu,hin,ita,por,spa
accuracy,0.3701149425287356,0.34597701149425286,0.4574712643678161,0.33448275862068966,0.4436781609195402,0.4149425287356322,0.4689655172413793
macro_f1,0.35261318013108794,0.3024914434310408,0.4398073722786367,0.26608907575965796,0.3766919915110491,0.3979313843416916,0.4485142039648477
weighted_f1,0.35261318013108794,0.30249144343104073,0.43980737227863664,0.26608907575965796,0.3766919915110491,0.3979313843416917,0.4485142039648477
