index,0,1,2,3,4,5,6
dataset,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti
lang,arb,fra,deu,hin,ita,por,spa
accuracy,0.4494252873563218,0.4540229885057471,0.42528735632183906,0.3505747126436782,0.43908045977011495,0.4206896551724138,0.4091954022988506
macro_f1,0.4267678646724707,0.448062949028522,0.4259092951881274,0.3332374697517748,0.4098189469836389,0.3734238298911053,0.3550439775204349
weighted_f1,0.4267678646724707,0.44806294902852206,0.4259092951881275,0.33323746975177476,0.4098189469836389,0.3734238298911053,0.3550439775204349
