index,0,1,2,3
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,gn,oto,quy
accuracy,0.3413333333333333,0.356,0.32620320855614976,0.36
macro_f1,0.28554984618793194,0.3171303776705275,0.3127883381955735,0.31157829234871764
weighted_f1,0.2855498461879319,0.3171303776705275,0.3128599515672197,0.31157829234871764
