index,0,1,2,3,4,5,6,7,8
dataset,masakhanews,masakhanews,masakhanews,masakhanews,masakhanews,masakhanews,masakhanews,masakhanews,masakhanews
lang,amh,hau,ibo,lug,pcm,sna,swa,xho,yor
accuracy,0.2047872340425532,0.4489795918367347,0.6102564102564103,0.23766816143497757,0.5540983606557377,0.45257452574525747,0.4831932773109244,0.20202020202020202,0.5742092457420924
macro_f1,0.16059263151068665,0.4094317785647915,0.5742091544594774,0.2062285274967887,0.4964876618423529,0.44938759083305574,0.40296175388037003,0.17416186124106917,0.562320389617746
weighted_f1,0.15622232127426205,0.42603959943574354,0.6019824835516907,0.19078638007584173,0.5438933756343817,0.4437418221520075,0.4405410726364928,0.20906483301972853,0.5441762027193682
