index,0,1,2,3,4,5
dataset,nusatranslation,nusatranslation,nusatranslation,nusatranslation,nusatranslation,nusatranslation
lang,btk,sun,jav,mad,mak,min
accuracy,0.5275,0.5325,0.58,0.5258333333333334,0.48583333333333334,0.5541666666666667
macro_f1,0.5172328159645233,0.5290301953769123,0.5716034271725825,0.5193847449001499,0.47413241436717973,0.5453615190307278
weighted_f1,0.5462156097560975,0.5456717825983233,0.5962933496532027,0.5423027498353485,0.5064243359832684,0.5714078838939243
