index,0,1,2,3
dataset,americasnli,americasnli,americasnli,americasnli
lang,aym,gn,oto,quy
accuracy,0.34933333333333333,0.364,0.3382352941176471,0.37866666666666665
macro_f1,0.33398735835638615,0.34995556788379784,0.3122677136647811,0.3163138663138663
weighted_f1,0.3339873583563861,0.3499555678837979,0.3124133675885901,0.31631386631386627
