index,0,1,2,3,4,5,6
dataset,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti
lang,arb,fra,deu,hin,ita,por,spa
accuracy,0.3505747126436782,0.3931034482758621,0.367816091954023,0.3563218390804598,0.3896551724137931,0.41954022988505746,0.4436781609195402
macro_f1,0.32195027407919496,0.3532800005979902,0.36506298052029534,0.34643620303493705,0.3624204383900029,0.41276979943690256,0.4362131678207872
weighted_f1,0.32195027407919496,0.3532800005979902,0.36506298052029534,0.3464362030349371,0.3624204383900028,0.4127697994369025,0.43621316782078706
