index,0,1,2,3,4,5,6
dataset,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti
lang,arb,fra,deu,hin,ita,por,spa
accuracy,0.40344827586206894,0.3724137931034483,0.4517241379310345,0.3505747126436782,0.4298850574712644,0.4114942528735632,0.41954022988505746
macro_f1,0.38961551383661935,0.35790577274268603,0.43558585397927835,0.3430193234471018,0.39653542968013955,0.3854763400068461,0.3949932691312002
weighted_f1,0.3896155138366194,0.3579057727426861,0.43558585397927835,0.3430193234471018,0.39653542968013955,0.3854763400068461,0.39499326913120025
