index,0,1,2,3
dataset,americasnli,americasnli,americasnli,americasnli
lang,aym,gn,oto,quy
accuracy,0.37333333333333335,0.3506666666666667,0.3302139037433155,0.36533333333333334
macro_f1,0.3725830798521128,0.3410076743410076,0.3236855020259193,0.3057470099928601
weighted_f1,0.37258307985211286,0.34100767434100765,0.32375735550799,0.3057470099928601
