index,0,1,2,3,4,5,6
dataset,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti
lang,arb,fra,deu,hin,ita,por,spa
accuracy,0.47701149425287354,0.5413793103448276,0.4942528735632184,0.39080459770114945,0.5310344827586206,0.5747126436781609,0.5689655172413793
macro_f1,0.44427209132183626,0.5299892188190061,0.4889519207621193,0.3865634900302605,0.5265233698710544,0.5782963284489497,0.5682694406679255
weighted_f1,0.4442720913218362,0.5299892188190061,0.4889519207621193,0.3865634900302605,0.5265233698710545,0.5782963284489497,0.5682694406679256
