index,0,1,2,3
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,gn,oto,quy
accuracy,0.348,0.33466666666666667,0.3315508021390374,0.3
macro_f1,0.2793468614227147,0.17905153742341526,0.17742789029665937,0.2395235121961247
weighted_f1,0.2793468614227147,0.17905153742341529,0.1778516563297002,0.23952351219612467
