index,0,1,2,3,4,5
dataset,nusatranslation,nusatranslation,nusatranslation,nusatranslation,nusatranslation,nusatranslation
lang,btk,sun,jav,mad,mak,min
accuracy,0.5733333333333334,0.5775,0.6066666666666667,0.545,0.5191666666666667,0.6366666666666667
macro_f1,0.5526548015342543,0.5626668123485525,0.5819111620271403,0.5266935586402987,0.5026001426684167,0.6057581018518519
weighted_f1,0.5922485794751265,0.595823349451788,0.6237920500131883,0.565012974028826,0.5399693794498575,0.6512010513117283
