index,0,1,2,3,4,5,6,7,8,9
dataset,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa,americasnli-spa
lang,aym,bzd,cni,gn,hch,nah,oto,quy,shp,tar
accuracy,0.328,0.38266666666666665,0.32666666666666666,0.3453333333333333,0.3253333333333333,0.3346883468834688,0.3409090909090909,0.348,0.344,0.324
macro_f1,0.29559633211071823,0.34691629489965425,0.29886586103559615,0.3311069858504479,0.300719841137774,0.3041026132209505,0.3183022403328531,0.3274178334917544,0.31507492684987204,0.2937058540958902
weighted_f1,0.29559633211071823,0.3469162948996543,0.2988658610355962,0.33110698585044795,0.300719841137774,0.30406491735527,0.3182682883785174,0.32741783349175435,0.31507492684987204,0.2937058540958901
