index,0,1,2,3,4,5
dataset,nusatranslation,nusatranslation,nusatranslation,nusatranslation,nusatranslation,nusatranslation
lang,btk,sun,jav,mad,mak,min
accuracy,0.6125,0.6366666666666667,0.6541666666666667,0.615,0.5708333333333333,0.6491666666666667
macro_f1,0.546765587649281,0.5790368053141776,0.5859767498509766,0.5600782083185212,0.5137989062835591,0.5751047730065375
weighted_f1,0.6178220421378043,0.6431565159180731,0.6551468092081653,0.624067276928546,0.5823512346596869,0.6481318697492597
