index,0,1,2,3,4,5,6
dataset,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti,tweetsentimulti
lang,arb,fra,deu,hin,ita,por,spa
accuracy,0.38620689655172413,0.4241379310344828,0.4896551724137931,0.35172413793103446,0.4528735632183908,0.49310344827586206,0.364367816091954
macro_f1,0.312357890376128,0.3372436423297785,0.4660813024079788,0.3459216065523434,0.35932545243708747,0.3932655791698128,0.23102897600310887
weighted_f1,0.31235789037612804,0.33724364232977844,0.4660813024079787,0.34592160655234344,0.35932545243708747,0.3932655791698128,0.2310289760031089
